_index,ASNM,BTYP,CFNM,CJNO,CLNM,CNID,COMB,GENR,GNHD,HINC,LOUT,SKNT,USKT,WLBS,_compressed_header
20409,SaundersKhalen_20409,3,Khalen,50,Saunders,20409,0,gen_7_H_BD_03,261,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,324,8e8da903
20410,AllenJosh_20410,2,Josh,41,Hines-Allen,20410,0,gen_7_BMH_GS_005,244,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,255,8e8da903
20411,SweatMontez_20411,2,Montez,98,Sweat,20411,0,gen_5_BTM_N_004,140,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,262,8e8da903
20415,LedbetterJonathan_20415,2,Jonathan,93,Ledbetter,20415,0,gen_6_H_MS_01,190,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,282,8e8da903
20417,GrandersonCarl_20417,2,Carl,96,Granderson,20417,0,gen_7_B_G_008,207,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,261,8e8da903
20418,BanoguBen_20418,2,Ben,94,Banogu,20418,0,gen_7_M_BD_02,273,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,250,8e8da903
20419,AllenZach_20419,2,Zach,99,Allen,20419,0,gen_2_BMH_S_002,48,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,285,8e8da903
20421,XiminesOshane_20421,2,Oshane,93,Ximines,20421,0,gen_7_BMH_MG_020,250,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,254,8e8da903
20422,CollierLJ_20422,2,L.J.,91,Collier,20422,0,gen_7_BMH_GS_005,244,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,291,8e8da903
20423,CominskyJohn_20423,2,John,79,Cominsky,20423,0,gen_1_B_N_007,4,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,285,8e8da903
20424,PrattGermaine_20424,2,Germaine,57,Pratt,20424,0,gen_7_M_BD_02,273,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,90,8e8da903
20425,OkerekeBobby_20425,2,Bobby,58,Okereke,20425,0,gen_7_B_N_0014,218,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,235,8e8da903
20427,JonesDaniel_20427,0,Daniel,8,Jones,20427,0,gen_2_M_S_011,71,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,230,8e8da903
20428,JacksonTyree_20428,2,Tyree,84,Jackson,20428,0,gen_5_M_N_009,150,79,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,249,8e8da903
20430,MurrayKyler_20430,0,Kyler,1,Murray,20430,0,gen_5_M_N_01,151,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,207,8e8da903
20433,MeyersJakobi_20433,0,Jakobi,16,Meyers,20433,0,gen_7_T_G_007,287,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,200,8e8da903
20434,DossKeelan_20434,0,Keelan,86,Doss,20434,0,gen_5_B_S_002,135,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,215,8e8da903
20435,McLaurinTerry_20435,0,Terry,17,McLaurin,20435,0,gen_7_T_N_009,289,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,210,8e8da903
20436,ParhamDonald_20436,2,Donald,89,Parham Jr,20436,0,gen_7_BHM_S_010,283,80,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,237,8e8da903
20437,McCoyErik_20437,3,Erik,78,McCoy,20437,0,gen_3_H_BD_01,90,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",3,-4685696,143,8e8da903
20439,NelsonAnthony_20439,2,Anthony,98,Nelson,20439,0,gen_2_BMH_S_002,48,79,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,271,8e8da903
20440,CowartByron_20440,2,Byron,93,Cowart,20440,0,gen_6_H_BD_01,186,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,300,8e8da903
20441,LongJrDavid_20441,2,David,11,Long Jr,20441,0,gen_7_B_B_001,204,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,227,8e8da903
20444,TranquillDrue_20444,2,Drue,23,Tranquill,20444,0,gen_2_B_B_004,23,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,228,8e8da903
20448,OruwariyeAmani_20448,0,Amani,27,Oruwariye,20448,0,gen_7_T_G_004,216,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,205,8e8da903
20449,BoydKris_20449,0,Kris,17,Boyd,20449,0,gen_6_BHM_BM_004,177,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,35,8e8da903
20451,YaSinRock_20451,0,Rock,23,Ya-Sin,20451,0,gen_7_B_N_018,229,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,192,8e8da903
20452,JohnsonJrLonnie_20452,0,Lonnie,32,Johnson Jr,20452,0,gen_6_BMH_N_003,183,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,213,8e8da903
20454,BallentineCorey_20454,0,Corey,26,Ballentine,20454,0,gen_7_T_N_009,289,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,196,8e8da903
20456,ThornhillJuan_20456,0,Juan,1,Thornhill,20456,0,gen_6_BTM_BM_001,184,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,205,8e8da903
20457,EdwardsMike_20457,0,Mike,21,Edwards,20457,0,gen_7_B_B_001,204,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,205,8e8da903
20458,SavageJrDarnell_20458,0,Darnell,6,Savage,20458,0,gen_7_B_B_001,204,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,38,8e8da903
20459,AbramJohnathan_20459,0,Johnathan,24,Abram,20459,0,gen_6_B_N_03,173,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,205,8e8da903
20460,JohnsonJaquan_20460,0,Jaquan,34,Johnson,20460,0,gen_7_T_G_004,286,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,191,8e8da903
20461,RedwineSheldrick_20461,0,Sheldrick,20,Redwine,20461,0,gen_7_BMH_GS_011,245,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,196,8e8da903
20462,BlairMarquise_20462,0,Marquise,38,Blair,20462,0,gen_6_BTM_BM_001,184,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,196,8e8da903
20463,TellIIIMarvell_20463,0,Marvell,39,Tell III,20463,0,gen_7_B_N_07,232,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,38,8e8da903
20466,HarrisWill_20466,0,Will,5,Harris,20466,0,gen_7_BMH_MB_019,246,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,207,8e8da903
20471,HartPenny_20471,0,Penny,19,Hart,20471,0,gen_7_M_BD_01,272,68,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,180,8e8da903
20473,PollardTony_20473,0,Tony,20,Pollard,20473,0,gen_6_B_N_03,173,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,49,8e8da903
20475,GreenlawDre_20475,2,Dre,57,Greenlaw,20475,0,gen_7_B_G_008,212,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,230,8e8da903
20479,UdohOlisaemeka_20479,3,Olisaemeka,74,Udoh,20479,0,gen_7_H_N_01,270,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,160,8e8da903
20480,BaileyJake_20480,1,Jake,16,Bailey,20480,0,gen_2_B_N_006,36,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,205,8e8da903
20481,WishnowskyMitch_20481,1,Mitch,3,Wishnowsky,20481,0,gen_2_B_N_0010,27,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,60,8e8da903
20482,SeibertAustin_20482,1,Austin,3,Seibert,20482,0,gen_2_M_S_011,71,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,211,8e8da903
20484,MooreNick_20484,1,Nick,46,Moore,20484,0,gen_2_BMH_S_010,51,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,253,8e8da903
20486,MorelandJimmy_20486,0,Jimmy,35,Moreland,20486,0,gen_7_B_N_08,233,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,182,8e8da903
20487,TakitakiSione_20487,2,Sione,16,Takitaki,20487,0,gen_4_M_N_001,451,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,78,8e8da903
20488,JacobsJosh_20488,2,Josh,8,Jacobs,20488,0,gen_6_B_G_005,155,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,220,8e8da903
20489,MontgomeryDavid_20489,2,David,5,Montgomery,20489,0,gen_6_M_N_009,197,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,62,8e8da903
20490,HillJustice_20490,0,Justice,43,Hill,20490,0,gen_6_T_MG_006,202,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,200,8e8da903
20491,SingletaryDevin_20491,2,Devin,26,Singletary,20491,0,gen_7_B_N_06,231,67,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,203,8e8da903
20492,SandersMiles_20492,2,Miles,6,Sanders,20492,0,gen_6_BHM_BM_004,177,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,210,8e8da903
20494,SnellJrBenny_20494,2,Benny,38,Snell,20494,0,gen_7_B_N_003,219,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,224,8e8da903
20495,BrownAJ_20495,2,A.J.,11,Brown,20495,0,gen_7_BTM_MG_006,258,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,66,8e8da903
20496,HarryNKeal_20496,0,N'Keal,13,Harry,20496,0,gen_6_BHM_G_002,178,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,65,8e8da903
20497,BrownMarquise_20497,0,Marquise,5,Brown,20497,0,gen_7_BMT_MG_002,237,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,180,8e8da903
20498,HarmonKelvin_20498,0,Kelvin,13,Harmon,20498,0,gen_7_BHM_MG_001,237,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,215,8e8da903
20501,HumphreyLilJordan_20501,0,Lil'Jordan,84,Humphrey,20501,0,gen_7_B_G_005,232,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,225,8e8da903
20503,WesleyAntoine_20503,0,Antoine,88,Wesley,20503,0,gen_5_M_BD_02,147,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,206,8e8da903
20506,JohnsonKeeSean_20506,0,KeeSean,81,Johnson,20506,0,gen_6_BTM_BM_001,184,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,201,8e8da903
20507,ThompsonCody_20507,0,Cody,13,Thompson,20507,0,gen_2_B_N_0011,28,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,205,8e8da903
20508,HardmanMecole_20508,0,Mecole,17,Hardman,20508,0,gen_7_B_G_008,212,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,27,8e8da903
20509,HendersonDarrell_20509,2,Darrell,27,Henderson Jr,20509,0,gen_7_M_N_024,284,68,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,208,8e8da903
20510,WilliamsTrayveon_20510,0,Trayveon,32,Williams,20510,0,gen_6_B_G_005,155,68,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,206,8e8da903
20511,FantNoah_20511,2,Noah,87,Fant,20511,0,gen_5_M_N_009,150,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,249,8e8da903
20512,OzigboDevine_20512,2,Devine,33,Ozigbo,20512,0,gen_6_B_N_02,172,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,225,8e8da903
20515,ThompsonDarwin_20515,0,Darwin,30,Thompson,20515,0,gen_7_B_N_07,232,68,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,200,8e8da903
20518,HockensonTJ_20518,0,T.J.,87,Hockenson,20518,0,gen_2_M_N_04,67,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,88,8e8da903
20519,SmithJrIrv_20519,0,Irv,81,Smith Jr,20519,0,gen_6_BHM_BM_004,177,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,240,8e8da903
20520,SmithKaden_20520,2,Kaden,45,Smith,20520,0,gen_2_BMH_S_010,51,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,249,8e8da903
20522,SternbergerJace_20522,2,Jace,83,Sternberger,20522,0,gen_1_B_N_01,5,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,250,8e8da903
20523,KnoxDawson_20523,0,Dawson,88,Knox,20523,0,gen_2_M_N_007,66,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,254,8e8da903
20526,BeckAndrew_20526,2,Andrew,47,Beck,20526,0,gen_2_H_BD_03,67,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,255,8e8da903
20529,BlantonKendall_20529,2,Kendall,80,Blanton,20529,0,gen_5_M_BD_02,147,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,262,8e8da903
20530,WilliamsJonah_20530,3,Jonah,73,Williams,20530,0,gen_1_H_BD_01,15,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,312,8e8da903
20531,FordCody_20531,3,Cody,61,Ford,20531,0,gen_4_H_BD_01,114,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,345,8e8da903
20532,EdwardsDavid_20532,3,David,76,Edwards,20532,0,gen_2_H_B_005,54,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,308,8e8da903
20533,LittleGreg_20533,3,Greg,74,Little,20533,0,gen_7_H_G_004,264,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,310,8e8da903
20534,TaylorJawaan_20534,3,Jawaan,74,Taylor,20534,0,gen_7_H_G_009,267,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,330,8e8da903
20535,EvansJrBobby_20535,3,Bobby,61,Evans Jr,20535,0,gen_7_H_G_009,267,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,312,8e8da903
20537,HerbigNate_20537,3,Nate,71,Herbig,20537,0,gen_1_H_S_003,19,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,334,8e8da903
20538,BatesRyan_20538,3,Ryan,71,Bates,20538,0,gen_2_H_B_004,53,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,302,8e8da903
20541,JordanMichael_20541,3,Michael,74,Jordan,20541,0,gen_7_B_N_003,219,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,315,8e8da903
20545,BarsAlex_20545,3,Alex,64,Bars,20545,0,gen_2_H_B_002,52,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,334,8e8da903
20547,WilliamsQuinnen_20547,3,Quinnen,95,Williams,20547,0,gen_6_H_B_002,185,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,303,8e8da903
20548,OliverEd_20548,2,Ed,91,Oliver,20548,0,gen_7_BMH_GS_005,244,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,287,8e8da903
20549,SimmonsJeffery_20549,2,Jeffery,98,Simmons,20549,0,gen_5_B_BD_02,127,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,305,8e8da903
20550,WilkinsChristian_20550,3,Christian,94,Wilkins,20550,0,gen_6_H_BD_01,186,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,310,8e8da903
20551,GaryRashan_20551,2,Rashan,52,Gary,20551,0,gen_7_H_G_008,266,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,117,8e8da903
20552,LawrenceDexter_20552,3,Dexter,97,Lawrence II,20552,0,gen_6_H_B_002,185,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,342,8e8da903
20553,JonesDreMont_20553,2,Dre'Mont,55,Jones,20553,0,gen_6_B_MS_01,161,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,281,8e8da903
20554,TilleryJerry_20554,2,Jerry,90,Tillery,20554,0,gen_5_M_BD_02,147,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,295,8e8da903
20555,WiseDaniel_20555,2,Daniel,96,Wise,20555,0,gen_7_H_G_006,265,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,285,8e8da903
20560,DogbeMichael_20560,2,Michael,96,Dogbe,20560,0,gen_7_BMH_MG_001,247,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,120,8e8da903
20561,HillTrysten_20561,3,Trysten,97,Hill,20561,0,gen_5_M_M_005,148,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,310,8e8da903
20563,GallimoreNeville_20563,2,Neville,92,Gallimore,20563,0,gen_7_H_BMS_013,262,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,302,8e8da903
20564,WattsArmon_20564,2,Armon,94,Watts,20564,0,gen_7_T_G_007,287,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,307,8e8da903
20565,BosaNick_20565,2,Nick,97,Bosa,20565,0,gen_2_B_B_004,23,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,266,8e8da903
20566,BurnsBrian_20566,2,Brian,0,Burns,20566,0,gen_7_T_G_004,286,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,90,8e8da903
20567,FerrellClelin_20567,2,Clelin,99,Ferrell,20567,0,gen_7_M_BD_01,272,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,265,8e8da903
20569,RayWyatt_20569,2,Wyatt,52,Ray,20569,0,gen_6_BHM_BM_004,177,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,255,8e8da903
20571,CrosbyMaxx_20571,0,Maxx,98,Crosby,20571,0,gen_2_B_BD_03,26,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,255,8e8da903
